Heliostat field,,,"IFS(SQRT(POWER(A3,2)+POWER(B3,2)+POWER(180,2))>1200,1600,SQRT(POWER(A3,2)+POWER(B3,2)+POWER(180,2))>800,1200,SQRT(POWER(A3,2)+POWER(B3,2)+POWER(180,2))>400,800,SQRT(POWER(A3,2)+POWER(B3,2)+POWER(180,2))>0,400)",,8*COS(M3),8*sin(M3),"IFS(AND(D3=400,O3>0.5),NORM.INV(RAND(),187,0.3),AND(D3=400,O3<=0.5),NORM.INV(RAND(),173,0.3),AND(D3=800,O3>0.5),NORM.INV(RAND(),184,0.8),AND(D3=800,O3<=0.5),NORM.INV(RAND(),176,0.8),AND(D3=1200,O3>0.5),NORM.INV(RAND(),182,0.9),AND(D3=1200,O3<=0.5),NORM.INV(RAND(),178,0.9),D3=1600,NORM.INV(RAND(),180,1.2))",,,,"NORM.INV(RAND(),0,0.28)","ATAN2(A3,B3)","IFS(AND(D3=400,O3>0.5),NORM.INV(RAND(),187,0.1),AND(D3=400,O3<=0.5),NORM.INV(RAND(),172,0.1),AND(D3=800,O3>0.5),NORM.INV(RAND(),185,0.1),AND(D3=800,O3<=0.5),NORM.INV(RAND(),175,0.1),AND(D3=1200,O3>0.5),NORM.INV(RAND(),183,0.1),AND(D3=1200,O3<=0.5),NORM.INV(RAND(),177,0.1),D3=1600,NORM.INV(RAND(),180,0.1))",RAND()
Heliostat x,Heliostat y,Heliostat z,Focal Length x,Focal Length y,Aiming point x,Aiming point y,Aiming point z,Heliostat width (x),Heliostat length (y),Heliostat z-normal rotation,,theta,,
190.21044,274.743672,0,400,400,4.553732953,6.577500756,187.1873841,11.415,10.421,0,0.27263003,0.965243587,186.9613655,0.979301959
258.05892,212.2932,0,400,400,6.178095084,5.082434567,186.7197122,11.415,10.421,0,-0.637266479,0.688402521,187.0407708,0.569686832
296.28084,154.536648,0,400,400,7.093117194,3.699687618,187.1529718,11.415,10.421,0,0.032540749,0.48076879,187.1455631,0.747670511
321.774312,90.141552,0,400,400,7.703433961,2.158032718,172.662504,11.415,10.421,0,-0.117355993,0.273137645,172.0193819,0.09431383
327.105264,-68.311776,0,400,400,7.83105446,-1.63541617,172.9759034,11.415,10.421,0,0.249167165,-0.205878331,172.0384332,0.171871703
321.509136,-91.083384,0,400,400,7.697082068,-2.180579657,173.1327805,11.415,10.421,0,-0.040789811,-0.276065719,171.9753731,0.265459644
295.369488,-156.27096,0,400,400,7.071304158,-3.741210701,186.8792695,11.415,10.421,0,-0.400812039,-0.486631785,187.0872966,0.552878075
256.1844,-214.554816,0,400,400,6.133179242,-5.136546737,186.6466058,11.415,10.421,0,0.13479648,-0.697193133,186.9898985,0.972355752
205.682088,-263.359392,0,400,400,4.924149709,-6.304978164,172.9202678,11.415,10.421,0,0.641770583,-0.907752365,172.1114996,0.171914159
146.096736,-300.5328,0,400,400,3.49762691,-7.194901389,186.9030317,11.415,10.421,0,-0.096181435,-1.118309588,186.8044831,0.782537354
80.05572,-324.42912,0,400,400,1.916581863,-7.767027357,173.2999559,11.415,10.421,0,0.318136455,-1.328870583,171.8815723,0.344449676
10.479024,-333.996792,0,400,400,0.250873552,-7.996065436,187.3598563,11.415,10.421,0,-0.328567206,-1.539431991,186.9137399,0.596786283
-10.479024,-333.996792,0,400,400,-0.250873552,-7.996065436,172.8989375,11.415,10.421,0,0.628335895,-1.602160663,171.8807909,0.303947552
-79.930752,-324.462648,0,400,400,-1.91357495,-7.767768722,173.026369,11.415,10.421,0,0.329328499,-1.812334951,172.1299832,0.207228137
-145.865088,-300.645576,0,400,400,-3.492078547,-7.197595947,187.2093455,11.415,10.421,0,-0.217385715,-2.022512058,186.9567227,0.504892274
-205.377288,-263.597136,0,400,400,-4.916852842,-6.310670181,186.9049565,11.415,10.421,0,-0.114439801,-2.232683492,186.9275648,0.939899939
-255.855216,-214.948008,0,400,400,-6.12528959,-5.145952529,186.3110503,11.415,10.421,0,0.202092474,-2.442864942,186.9286697,0.816009101
-295.067736,-156.837888,0,400,400,-7.064100785,-3.754794281,172.6612376,11.415,10.421,0,-0.368805003,-2.653038946,171.9559177,0.351908423
-321.295776,-91.827096,0,400,400,-7.69201257,-2.198395465,172.7361525,11.415,10.421,0,0.129537513,-2.863211555,171.9028508,0.159199797
-326.937624,-69.110352,0,400,400,-7.827037635,-1.654533729,173.0145816,11.415,10.421,0,0.081912632,-2.933272448,172.0168898,0.327877314
-320.750184,93.716856,0,400,400,-7.678939137,2.243634047,173.3682272,11.415,10.421,0,-0.086074173,2.857325329,172.0110072,0.404144204
-293.20236,160.300416,0,400,400,-7.01941881,3.837676325,186.9297797,11.415,10.421,0,0.388406296,2.641269006,186.9464821,0.908520494
-235.576872,236.99724,0,400,400,-5.639826543,5.673830854,173.1303872,11.415,10.421,0,0.156120351,2.353188901,172.1499224,0.476761525
-179.292504,281.988768,0,400,400,-4.292364211,6.750971003,186.564465,11.415,10.421,0,0.110770621,2.137134481,187.044688,0.919308263
-160.739328,292.961568,0,400,400,-3.848188165,7.013661515,172.5110453,11.415,10.421,0,-0.335132239,2.072618125,172.0386122,0.010937376
-96.892872,319.805304,0,400,400,-2.319668284,7.656313673,172.8654686,11.415,10.421,0,-0.10209205,1.864979838,172.0868369,0.480596853
-29.7942,332.680056,0,400,400,-0.713608861,7.968109085,187.2691414,11.415,10.421,0,-0.142425684,1.660116153,186.9319525,0.796234175
-5.794248,334.112616,0,400,400,-0.138716746,7.998797264,172.8395871,11.415,10.421,0,-0.033563486,1.588136789,171.8580925,0.453492874
5.614416,346.048584,0,400,400,0.129777782,7.998947289,187.116071,11.415,10.421,0,-0.601519005,1.554573392,187.0245738,0.564380062
29.556456,344.829384,0,400,400,0.683201138,7.970773877,187.3480484,11.415,10.421,0,0.088991203,1.485292036,186.9626592,0.678749743
53.358288,341.95512,0,400,400,1.233385886,7.904350654,187.241346,11.415,10.421,0,0.03753446,1.416005697,187.0592444,0.657831151
76.904088,337.441032,0,400,400,1.777648989,7.799997697,173.0432902,11.415,10.421,0,-0.013204845,1.346719746,171.9604621,0.389071121
100.08108,331.305408,0,400,400,2.313399992,7.658210005,187.1322466,11.415,10.421,0,0.000800992,1.277431423,187.1665545,0.599360116
122.779536,323.581776,0,400,400,2.838074923,7.479661138,172.867457,11.415,10.421,0,-0.267852289,1.208139647,172.103045,0.215623602
144.88668,314.306712,0,400,400,3.349073939,7.265239414,172.7901599,11.415,10.421,0,-0.001143435,1.138855411,172.0327933,0.456654066
166.29888,303.522888,0,400,400,3.844009995,7.015952334,173.0887794,11.415,10.421,0,0.008315419,1.06957015,172.0827452,0.235228137
186.912504,291.279072,0,400,400,4.320525608,6.732982881,173.0804347,11.415,10.421,0,-0.074981788,1.000281155,171.8388791,0.145962955
206.630016,277.64232,0,400,400,4.776271743,6.417727654,172.8631297,11.415,10.421,0,-0.40787399,0.930997626,171.9546304,0.327908083
225.35388,262.670544,0,400,400,5.209098089,6.071679924,172.5545882,11.415,10.421,0,-0.547728241,0.861714405,172.0096895,0.378950128
242.998752,246.439944,0,400,400,5.616942671,5.6964862,172.9273381,11.415,10.421,0,-0.057087219,0.792428942,171.9781532,0.173328903
259.47624,229.023672,0,400,400,5.997853602,5.293935414,187.15339,11.415,10.421,0,-0.263606484,0.723139786,187.1660412,0.853854978
274.710144,210.51012,0,400,400,6.349977903,4.86598198,172.7131158,11.415,10.421,0,-0.423046402,0.653851149,172.0766338,0.283623121
288.624264,190.98768,0,400,400,6.671603077,4.414715436,173.3125484,11.415,10.421,0,-0.337827511,0.584568315,171.8970611,0.213057616
301.154592,170.547792,0,400,400,6.961232936,3.942237437,186.4441927,11.415,10.421,0,0.171224983,0.515281342,187.051934,0.900547682
312.23712,149.287992,0,400,400,7.217458849,3.450838705,186.9825795,11.415,10.421,0,0.280666416,0.445993973,187.1010056,0.909815477
321.826128,127.31496,0,400,400,7.439042461,2.942897767,173.4649168,11.415,10.421,0,0.268116575,0.376708989,171.9503003,0.22166484
329.866752,104.72928,0,400,400,7.62492963,2.420836248,173.1524483,11.415,10.421,0,-0.575290428,0.307424121,171.8938277,0.294164489
336.325464,81.64068,0,400,400,7.774232941,1.887141272,187.1613811,11.415,10.421,0,0.355976517,0.238137048,187.1777962,0.669913928
341.171784,58.161936,0,400,400,7.886224418,1.344419736,187.172883,11.415,10.421,0,-0.068500712,0.168853705,186.9444624,0.841245348
344.37828,34.402776,0,400,400,7.960377702,0.795227536,186.7079936,11.415,10.421,0,0.256554601,0.099567876,187.0026959,0.572949941
345.935808,10.479024,0,400,400,7.996332147,0.242223426,172.7608741,11.415,10.421,0,-0.349093063,0.030282556,172.0147999,0.199805007
345.935808,-10.479024,0,400,400,7.996332147,-0.242223426,173.143672,11.415,10.421,0,0.212964827,-0.030282556,172.0367411,0.162380763
344.344752,-34.7472,0,400,400,7.959578593,-0.803186538,173.2940656,11.415,10.421,0,0.108603582,-0.100567753,172.0256078,0.043669571
341.052912,-58.844688,0,400,400,7.883516527,-1.360208502,173.4511086,11.415,10.421,0,-0.242979277,-0.170856117,172.0448953,0.226236083
336.078576,-82.652616,0,400,400,7.768518102,-1.910530422,172.5782595,11.415,10.421,0,0.251565254,-0.2411467,171.9482444,0.366754662
329.44308,-106.052112,0,400,400,7.615152356,-2.451418893,187.143043,11.415,10.421,0,0.191294966,-0.311437564,187.0605985,0.745860964
321.183,-128.927352,0,400,400,7.424188088,-2.98017302,172.9165516,11.415,10.421,0,-0.626361602,-0.381724746,172.1425911,0.14064836
311.334912,-151.168608,0,400,400,7.196530374,-3.49427397,173.6018432,11.415,10.421,0,-0.386601249,-0.452020776,172.163136,0.175112421
299.947584,-172.660056,0,400,400,6.933349831,-3.991072554,186.9268606,11.415,10.421,0,-0.083989899,-0.522310688,186.9454028,0.978418277
287.081976,-193.298064,0,400,400,6.63595439,-4.468121455,186.8690123,11.415,10.421,0,-0.060180625,-0.592594691,186.8472159,0.63906169
272.796,-212.985096,0,400,400,6.305728545,-4.923188755,173.1455239,11.415,10.421,0,-0.569491425,-0.662891558,171.9352911,0.010095264
257.165856,-231.61752,0,400,400,5.944418971,-5.353866183,187.4581984,11.415,10.421,0,0.258878956,-0.733176446,186.9794259,0.608123962
240.261648,-249.106944,0,400,400,5.553699956,-5.758160886,173.0154983,11.415,10.421,0,0.388456664,-0.803471111,171.7743021,0.108519068
222.174816,-265.364976,0,400,400,5.1356127,-6.133961379,173.0119834,11.415,10.421,0,-0.275939538,-0.873755477,171.9759055,0.084473613
202.987656,-280.315416,0,400,400,4.69208806,-6.479530048,172.405533,11.415,10.421,0,-0.422194992,-0.94405195,172.0290146,0.202268277
182.800752,-293.879016,0,400,400,4.225460187,-6.793046902,187.0198102,11.415,10.421,0,0.04133427,-1.014337586,187.002354,0.813523929
161.708592,-305.991768,0,400,400,3.737918128,-7.073045176,173.2372237,11.415,10.421,0,-0.291932087,-1.084630109,172.1162154,0.455765815
139.817856,-316.592712,0,400,400,3.231919318,-7.318107509,172.7963414,11.415,10.421,0,-0.230095355,-1.15492197,172.0687311,0.148505745
117.238272,-325.630032,0,400,400,2.709990263,-7.527014865,187.3988913,11.415,10.421,0,0.025459481,-1.22520959,186.9731054,0.683183277
94.079568,-333.061056,0,400,400,2.174663179,-7.698755747,173.3504866,11.415,10.421,0,-0.262565215,-1.29549919,171.9420122,0.163981956
70.45452,-338.84616,0,400,400,1.628567181,-7.832481659,173.4923869,11.415,10.421,0,0.452257837,-1.365792509,171.9004077,0.216693199
46.485048,-342.957912,0,400,400,1.074507183,-7.927511231,172.603784,11.415,10.421,0,-0.62362802,-1.436075777,172.0588811,0.044768685
-46.442376,-342.964008,0,400,400,-1.073519847,-7.927644993,186.7401471,11.415,10.421,0,-0.001820731,-1.705392332,186.9959499,0.608860772
-70.372224,-338.864448,0,400,400,-1.626659434,-7.832878084,186.7370345,11.415,10.421,0,0.38655602,-1.775556582,186.9558433,0.708958887
-93.9546,-333.094584,0,400,400,-2.171785072,-7.699568144,187.2248223,11.415,10.421,0,-0.16250453,-1.845719643,187.0367442,0.650005183
-117.076728,-325.687944,0,400,400,-2.706257639,-7.528357696,172.8018755,11.415,10.421,0,0.468769601,-1.915887211,172.0924111,0.160982273
-139.622784,-316.678056,0,400,400,-3.227416455,-7.320094468,187.0603773,11.415,10.421,0,-0.190614625,-1.986055463,186.8543741,0.84885229
-161.479992,-306.11064,0,400,400,-3.732651442,-7.075825974,172.7989982,11.415,10.421,0,-0.344713286,-2.056218077,171.9718325,0.418936858
-182.54472,-294.037512,0,400,400,-4.219548279,-6.796720703,172.6321206,11.415,10.421,0,0.046684497,-2.126385015,171.9906672,0.081142463
-202.710288,-280.516584,0,400,400,-4.685670913,-6.484172121,173.7428281,11.415,10.421,0,0.157171909,-2.196550686,172.0055962,0.410140753
-221.87916,-265.614912,0,400,400,-5.128748074,-6.139702207,186.8003374,11.415,10.421,0,0.331050442,-2.266718583,187.0010517,0.798832996
-239.9538,-249.405648,0,400,400,-5.546559109,-5.76503964,172.9817865,11.415,10.421,0,0.037972987,-2.336882157,171.9883722,0.178510523
-256.848864,-231.96804,0,400,400,-5.937102631,-5.361978399,187.6521618,11.415,10.421,0,0.397262195,-2.40705069,187.0650004,0.809569042
-272.479008,-213.39048,0,400,400,-6.29840127,-4.932559319,173.0627776,11.415,10.421,0,-0.045928822,-2.477214192,172.018357,0.123899206
-286.768032,-193.76136,0,400,400,-6.628720583,-4.478846217,173.3225249,11.415,10.421,0,-0.302749912,-2.547380922,172.0755143,0.275828129
-299.64888,-173.181264,0,400,400,-6.926411878,-4.00310111,172.5183249,11.415,10.421,0,-0.083978112,-2.617546213,171.8675989,0.329072644
-311.051448,-151.74468,0,400,400,-7.190035835,-3.507618093,172.9809823,11.415,10.421,0,0.052253794,-2.687716798,171.9444896,0.044123855
-320.926968,-129.564384,0,400,400,-7.418261612,-2.994894764,187.512287,11.415,10.421,0,0.050577143,-2.757884173,186.9085051,0.840726792
-329.220576,-106.747056,0,400,400,-7.609966933,-2.467469003,173.1431441,11.415,10.421,0,-0.047390115,-2.828046718,171.878502,0.135761679
-335.892648,-83.402424,0,400,400,-7.764234242,-1.927865823,173.4802462,11.415,10.421,0,-0.221011784,-2.898213846,172.030165,0.002457642
-340.912704,-59.64936,0,400,400,-7.880284409,-1.378810224,187.0380813,11.415,10.421,0,-0.411248108,-2.968376482,186.8046501,0.572485935
-344.25636,-35.60064,0,400,400,-7.957562942,-0.822916775,187.031926,11.415,10.421,0,0.162575825,-3.038545784,187.0836663,0.519323859
-345.905328,-11.378184,0,400,400,-7.995675468,-0.263009151,173.2234408,11.415,10.421,0,-0.030262017,-3.108710585,172.3306911,0.198679077
-345.905328,11.378184,0,400,400,-7.995675468,0.263009151,187.6489874,11.415,10.421,0,-0.216933399,3.108710585,186.9929996,0.651025113
-344.183208,36.298632,0,400,400,-7.95587785,0.839051632,172.6850727,11.415,10.421,0,-0.074526813,3.036517957,171.9135304,0.022314523
-340.668864,61.033152,0,400,400,-7.874621601,1.410792203,173.3640783,11.415,10.421,0,-0.014813145,2.964316549,172.3210519,0.430016119
-335.380584,85.447632,0,400,400,-7.752346035,1.975128086,173.178865,11.415,10.421,0,0.434587031,2.892122024,171.9476961,0.122031906
-328.342752,109.417104,0,400,400,-7.589677722,2.529188026,173.2135476,11.415,10.421,0,-0.220257397,2.819925648,172.1740518,0.159721663
-319.594992,132.8166,0,400,400,-7.387467917,3.070068042,173.1478665,11.415,10.421,0,-0.042444331,2.747729641,172.1782118,0.334403241
-309.179976,155.521152,0,400,400,-7.146787156,3.594917711,173.3947339,11.415,10.421,0,0.104305858,2.675538571,171.9649397,0.072968352
-297.158664,177.417984,0,400,400,-6.868872921,4.101046793,187.0880184,11.415,10.421,0,0.118925822,2.603346574,186.9251317,0.516346453
-283.58592,198.391272,0,400,400,-6.555145994,4.585854446,172.8967065,11.415,10.421,0,0.150646385,2.53114807,171.9871047,0.200428105
-268.534896,218.331288,0,400,400,-6.207252236,5.046783102,186.966858,11.415,10.421,0,0.149876262,2.458947156,186.9136208,0.932800895
-252.087888,237.1344,0,400,400,-5.827039347,5.481387822,187.1414074,11.415,10.421,0,-0.336361597,2.386750812,187.1549288,0.719516863
-234.327192,254.700024,0,400,400,-5.416491931,5.887411584,172.8152127,11.415,10.421,0,-0.236907691,2.314558652,172.0889714,0.469581299
-215.344248,270.939768,0,400,400,-4.977696161,6.262790187,187.6054955,11.415,10.421,0,-0.645995653,2.242361471,186.8482403,0.679582359
290.056824,-209.937096,0,800,800,6.480641167,-4.690553279,183.9746763,11.415,10.421,0,0.325473474,-0.626507531,184.9851902,0.849134212
274.572984,-229.816152,0,800,800,6.134709125,-5.134719462,176.2316825,11.415,10.421,0,0.316695548,-0.696895238,174.9370461,0.081415885
257.732784,-248.558304,0,800,800,5.758416507,-5.553434913,182.7059187,11.415,10.421,0,-0.305956651,-0.767279188,184.9553539,0.877931215
239.612424,-266.066016,0,800,800,5.353606345,-5.944652984,176.6765128,11.415,10.421,0,0.22673051,-0.837663591,174.9119634,0.441983404
220.306392,-282.26004,0,800,800,4.922248387,-6.306462623,183.3348875,11.415,10.421,0,-0.152403087,-0.908053889,184.9900199,0.510147529
199.912224,-297.055032,0,800,800,4.466570201,-6.636998617,176.7393558,11.415,10.421,0,0.049654371,-0.978435382,174.8449889,0.093224119
178.524408,-310.37784,0,800,800,3.988728572,-6.934698579,176.780843,11.415,10.421,0,-0.435754919,-1.048823679,175.1822036,0.343899282
156.25572,-322.164456,0,800,800,3.491178845,-7.198032389,177.3324013,11.415,10.421,0,0.204192323,-1.119205592,174.963217,0.083715454
133.209792,-332.356968,0,800,800,2.976267466,-7.42575464,185.1238384,11.415,10.421,0,-0.223233985,-1.189597583,185.0949563,0.664704792
109.505496,-340.90356,0,800,800,2.446642741,-7.616688211,176.1453258,11.415,10.421,0,-0.310021965,-1.25998589,175.073617,0.155626553
85.258656,-347.758512,0,800,800,1.904916537,-7.769896588,183.8753246,11.415,10.421,0,-0.241500076,-1.330372209,184.9182219,0.631637636
60.591192,-352.894392,0,800,800,1.353772666,-7.88462425,183.4914947,11.415,10.421,0,-0.148329114,-1.400756519,185.0133389,0.895000262
35.621976,-356.28072,0,800,800,0.795894899,-7.960311006,175.5445695,11.415,10.421,0,-0.200529597,-1.471144615,175.0900904,0.191380334
10.479024,-357.905304,0,800,800,0.234129759,-7.99657322,175.6754593,11.415,10.421,0,0.039046869,-1.541525927,174.9159995,0.353970611
-10.479024,-357.905304,0,800,800,-0.234129759,-7.99657322,183.6185603,11.415,10.421,0,0.317498446,-1.600066726,185.1545163,0.693674033
-35.579304,-356.286816,0,800,800,-0.794937439,-7.960406677,176.9948965,11.415,10.421,0,0.445478413,-1.67032776,175.1678948,0.018138204
-60.505848,-352.909632,0,800,800,-1.351863625,-7.884951791,176.5262358,11.415,10.421,0,0.290295865,-1.740594018,175.1239564,0.365711512
-85.133688,-347.788992,0,800,800,-1.902125095,-7.770580424,176.821822,11.415,10.421,0,-0.247790888,-1.810861197,174.9499789,0.123719434
-109.343952,-340.955376,0,800,800,-2.443033636,-7.617846589,183.970946,11.415,10.421,0,0.275893474,-1.881132958,185.0691923,0.857520165
-133.011672,-332.436216,0,800,800,-2.971841627,-7.427527,175.0011834,11.415,10.421,0,0.003434284,-1.951399129,175.0259034,0.193855825
-156.024072,-322.277232,0,800,800,-3.485998594,-7.200542605,175.7012821,11.415,10.421,0,-0.166993695,-2.021667511,175.1638523,0.200671554
-178.265328,-310.527192,0,800,800,-3.982935406,-6.938027497,175.9178613,11.415,10.421,0,0.018497933,-2.091933787,174.9196582,0.050900087
-199.625712,-297.247056,0,800,800,-4.460174888,-6.641298064,185.1049726,11.415,10.421,0,0.620770447,-2.162193998,184.9375976,0.685516344
-220.001592,-282.497784,0,800,800,-4.915437133,-6.311772951,177.7101813,11.415,10.421,0,-0.054978474,-2.232459176,175.1172525,0.219656634
-239.292384,-266.352528,0,800,800,-5.346470868,-5.95107127,176.2601371,11.415,10.421,0,-0.273276446,-2.302729391,175.0035503,0.303749506
-257.4036,-248.896632,0,800,800,-5.751090209,-5.561021615,175.1626711,11.415,10.421,0,-0.012083817,-2.37299513,174.9715786,0.339690185
-274.2438,-230.209344,0,800,800,-6.12734908,-5.143500098,176.7683811,11.415,10.421,0,-0.417534384,-2.443265253,174.895004,0.322556772
-289.730688,-210.3882,0,800,800,-6.473341272,-4.700622594,182.0559199,11.415,10.421,0,-0.153517976,-2.513530494,185.0642334,0.596313501
-303.785016,-189.527688,0,800,800,-6.787377809,-4.234560482,175.2491455,11.415,10.421,0,0.165624408,-2.583793706,174.964301,0.441286268
-316.342776,-167.73144,0,800,800,-7.0679381,-3.747566012,183.760926,11.415,10.421,0,-0.214122838,-2.654061908,185.121184,0.872294021
-327.336912,-145.106136,0,800,800,-7.313614621,-3.242073591,184.6106351,11.415,10.421,0,0.350171081,-2.724330316,184.9287855,0.99032652
-336.718656,-121.7676,0,800,800,-7.523183122,-2.720609437,184.599076,11.415,10.421,0,-0.435396861,-2.794594749,185.095461,0.676900222
-344.436192,-97.82556,0,800,800,-7.695633381,-2.185686819,175.0308739,11.415,10.421,0,-0.099254137,-2.864863353,174.9362929,0.313883704
-350.452944,-73.401936,0,800,800,-7.830095005,-1.640003722,176.4910879,11.415,10.421,0,0.73764312,-2.935128471,175.1717894,0.451800201
-354.74148,-48.6156,0,800,800,-7.925916431,-1.086208421,183.5873431,11.415,10.421,0,-0.051386123,-3.005395927,185.1194979,0.950034053
-357.280464,-23.588472,0,800,800,-7.982621027,-0.527030867,183.1043821,11.415,10.421,0,0.241851134,-3.075666049,184.8325786,0.950271437
-357.280464,23.588472,0,800,800,-7.982621027,0.527030867,175.3049876,11.415,10.421,0,-0.047332885,3.075666049,174.9629963,0.174923559
-354.640896,49.359312,0,800,800,-7.92362236,1.102818521,175.3275815,11.415,10.421,0,0.312340553,3.003299955,174.8859725,0.177981922
-350.145096,74.868024,0,800,800,-7.823164983,1.672749127,184.548672,11.415,10.421,0,0.007855359,2.930944632,185.0749123,0.700922935
-343.8144,99.986592,0,800,800,-7.681754961,2.2339742,176.0597686,11.415,10.421,0,0.275899577,2.858583064,175.1074455,0.101093184
-335.685384,124.580904,0,800,800,-7.500147499,2.783484775,182.0915689,11.415,10.421,0,0.518184446,2.786224439,185.0032244,0.912490019
-325.80072,148.525992,0,800,800,-7.279268132,3.318471857,184.7828096,11.415,10.421,0,-0.210308798,2.713859792,184.8673239,0.548808993
-314.209176,171.690792,0,800,800,-7.020307604,3.836050201,174.9924874,11.415,10.421,0,-0.240687801,2.641500653,175.053213,0.326401157
-300.97476,193.95948,0,800,800,-6.724588953,4.333578592,183.9456047,11.415,10.421,0,0.365045204,2.56913761,184.899244,0.71510016
-286.164528,215.210136,0,800,800,-6.393701996,4.808385881,175.6450505,11.415,10.421,0,-0.124078141,2.496780606,174.8898459,0.441642383
-269.857728,235.33608,0,800,800,-6.029346241,5.25803993,184.3514391,11.415,10.421,0,0.024999183,2.424421901,184.858809,0.570043489
-252.136656,254.230632,0,800,800,-5.633413345,5.68019842,175.1029971,11.415,10.421,0,-0.78415502,2.352059223,175.0689012,0.149209695
-233.0958,271.793208,0,800,800,-5.208007671,6.07261526,174.9825379,11.415,10.421,0,0.140582767,2.279698672,175.0212583,0.494649658
-212.835744,287.935416,0,800,800,-4.755329541,6.433260523,184.2290274,11.415,10.421,0,-0.566424451,2.207335794,185.0466049,0.678080314
-191.463168,302.568864,0,800,800,-4.277804638,6.760206171,177.132756,11.415,10.421,0,0.023998556,2.134979293,174.8681971,0.04069838
-172.909992,313.541664,0,800,800,-3.863273858,7.00536331,184.8768017,11.415,10.421,0,0.522166953,2.074770299,184.8286156,0.547063505
-150.763224,324.770496,0,800,800,-3.368466263,7.256268671,183.0753299,11.415,10.421,0,0.100812035,2.005408083,184.8552526,0.780452543
-127.89408,334.438752,0,800,800,-2.857498153,7.472262329,183.9590378,11.415,10.421,0,0.458849251,1.936051096,184.8427251,0.742263741
-104.40924,342.497664,0,800,800,-2.332785726,7.652327147,183.9783331,11.415,10.421,0,0.177083734,1.866693568,184.9527948,0.67240796
-80.424528,348.910656,0,800,800,-1.796896494,7.795586122,184.1000799,11.415,10.421,0,-0.206934826,1.797341234,184.9706298,0.681236391
-56.049672,353.6442,0,800,800,-1.252302506,7.90137573,183.3269438,11.415,10.421,0,0.1929673,1.727980597,185.0400169,0.891539939
-31.406592,356.680008,0,800,800,-0.701705575,7.96916616,183.6101825,11.415,10.421,0,-0.461547161,1.658622387,184.8890896,0.758720746
-6.61416,357.996744,0,800,800,-0.147778583,7.998634977,184.5126271,11.415,10.421,0,-0.210333851,1.5892697,184.8385408,0.716693493
5.611368,370.015008,0,800,800,0.121308006,7.99908022,173.9131228,11.415,10.421,0,-0.169702749,1.555632245,175.026064,0.409771806
31.266384,368.7318,0,800,800,0.675929389,7.971393822,176.0007976,11.415,10.421,0,0.342012201,1.486204302,175.0536303,0.170583559
56.769,365.674656,0,800,800,1.227255541,7.905304791,184.6724282,11.415,10.421,0,0.354343989,1.416781216,184.9710572,0.979439381
81.997296,360.858816,0,800,800,1.772638459,7.801137923,175.9909278,11.415,10.421,0,0.360373093,1.347362075,174.7728272,0.264086848
106.8324,354.29952,0,800,800,2.309541287,7.659374586,185.2169609,11.415,10.421,0,-0.239559935,1.277935249,185.2360659,0.977801311
131.152392,346.036392,0,800,800,2.835291111,7.480716832,183.5483869,11.415,10.421,0,-0.357338457,1.208511805,185.1230954,0.874979885
154.8384,336.106008,0,800,800,3.347341681,7.266037687,183.8501268,11.415,10.421,0,-0.922970986,1.139093829,185.0997298,0.763539093
177.780696,324.554088,0,800,800,3.843326809,7.016326606,184.3613015,11.415,10.421,0,0.056142278,1.069667523,185.1638212,0.966945922
199.866504,311.441592,0,800,800,4.320767537,6.73282763,174.0693851,11.415,10.421,0,0.405478886,1.000245222,174.9864672,0.142483836
220.989144,296.826432,0,800,800,4.77740856,6.416881443,175.7171151,11.415,10.421,0,-0.199170172,0.930820477,175.0327818,0.063863788
241.044984,280.78176,0,800,800,5.211001636,6.070046289,175.525512,11.415,10.421,0,-0.057894553,0.86140085,175.0489318,0.050642291
259.942584,263.383776,0,800,800,5.619535472,5.69392844,175.7780084,11.415,10.421,0,0.459180934,0.791973682,175.0802007,0.14248486
277.587456,244.717824,0,800,800,6.000979047,5.29039228,176.1800602,11.415,10.421,0,0.100670169,0.722549206,175.0218075,0.470202237
293.894256,224.872296,0,800,800,6.353510178,4.861368986,177.2522076,11.415,10.421,0,-0.040422247,0.653124893,175.012163,0.287642689
308.783736,203.944728,0,800,800,6.675409285,4.408958026,177.3593499,11.415,10.421,0,0.12698266,0.583705588,175.035592,0.359696645
322.18884,182.032656,0,800,800,6.965188624,3.935244265,184.4877126,11.415,10.421,0,0.174483848,0.51427704,185.1680303,0.700409132
334.039464,159.245808,0,800,800,7.221378036,3.442629701,177.31336,11.415,10.421,0,-0.105129418,0.4448569,175.0294934,0.405198072
344.280744,135.690864,0,800,800,7.442786989,2.933414705,184.0716337,11.415,10.421,0,0.486876872,0.375434541,185.0781603,0.943842148
352.863912,111.483648,0,800,800,7.628332616,2.410091594,175.1271528,11.415,10.421,0,0.612058832,0.306015288,175.0046445,0.356303044
359.746296,86.736936,0,800,800,7.777142499,1.875114542,174.5584958,11.415,10.421,0,0.014991041,0.236590339,174.9996779,0.488139595
364.897416,61.572648,0,800,800,7.888483613,1.331099656,184.2915121,11.415,10.421,0,0.291590491,0.167164916,185.0036843,0.840135026
368.28984,36.112704,0,800,800,7.961815905,0.780696804,183.7460551,11.415,10.421,0,-0.460297965,0.097742659,184.8902582,0.818316451
